"id","me","tema","enunciado","alternativa_a","alternativa_b","alternativa_c","alternativa_d","correta","explicacao"
"bf58f84d-f1af-4d0d-b2c5-86a746b1f63b","ME1","Qual monitor é mais útil para detecção precoce de","Qual monitor é mais útil para detecção precoce de desconexão do circuito anestésico?","ECG","Capnografia","Temperatura","Pressão arterial","B",""
"08dfdf1a-4b3f-4d0d-a10d-05d3b8b92e64","ME1","Qual a principal complicação da intubação seletiva","Qual a principal complicação da intubação seletiva do brônquio principal direito?","Hiperventilação bilateral","Hipoxemia","Hiperglicemia","Broncodilatação","B",""
"ba321d5e-3233-4819-87b7-37e1fc756160","ME1","Qual alteração ocorre com o aumento da PEEP?","Qual alteração ocorre com o aumento da PEEP?","Redução da pressão intratorácica","Melhora do recrutamento alveolar","Aumento do retorno venoso","Hipocapnia obrigatória","B",""
"9bfb33b1-44af-42cd-a305-8abe3543e520","ME1","Qual dispositivo é considerado definitivo para pro","Qual dispositivo é considerado definitivo para proteção de via aérea?","Máscara facial","Cânula nasal","Tubo orotraqueal","Máscara de Venturi","C",""
"014348c8-20a5-4f5c-9c36-8a62cef029b9","ME1","Qual posição melhora oxigenação em pacientes obeso","Qual posição melhora oxigenação em pacientes obesos durante indução anestésica?","Trendelenburg","Posição em rampa","Decúbito ventral","Litotomia","B",""
"f9725198-7455-4396-b81d-ba3c0472fd51","ME1","Qual a principal função do capnógrafo?","Qual a principal função do capnógrafo?","Avaliar oxigenação","Avaliar ventilação","Medir pressão arterial","Avaliar glicemia","B",""
"4f21e489-63c9-4db3-92bd-6926f5eef597","ME1","Qual alteração é típica da broncoaspiração pulmona","Qual alteração é típica da broncoaspiração pulmonar?","Hipoxemia e broncoespasmo","Hiperglicemia","Hipotermia","Bradicardia isolada","A",""
"9fa495d5-33c8-4caf-8202-0028d7218ed0","ME1","Qual gás anestésico possui odor irritante para via","Qual gás anestésico possui odor irritante para vias aéreas?","Sevoflurano","Desflurano","Óxido nitroso","Oxigênio","B",""
"57f84671-2dbe-4eb6-8b5b-f777b2c471cc","ME1","Qual condição favorece atelectasia intraoperatória","Qual condição favorece atelectasia intraoperatória?","PEEP adequada","Ventilação espontânea","FiO2 elevada","Posição sentada","C",""
"11f6ff2e-2a75-4c89-9a4d-d86842d12757","ME1","Qual estrutura anatômica é utilizada como referênc","Qual estrutura anatômica é utilizada como referência para cricotireoidostomia?","Membrana cricotireóidea","Cartilagem aritenoide","Úvula","Palato mole","A",""
"1c901117-a081-4499-beb7-b89c69a3be28","ME1","Qual complicação pode ocorrer com ventilação exces","Qual complicação pode ocorrer com ventilação excessiva em asmáticos?","Aprisionamento aéreo","Hipoglicemia","Hipotermia","Redução da resistência aérea","A",""
"11804208-a6b5-458b-922e-0bb9d1019a10","ME1","Qual parâmetro é mais utilizado para avaliar oxige","Qual parâmetro é mais utilizado para avaliar oxigenação periférica continuamente?","ECG","Capnografia","Oximetria de pulso","Gasometria venosa","C",""
"2c3e37a5-a562-46be-92b0-bcd6fb29cc66","ME1","Qual alteração ocorre durante hiperventilação?","Qual alteração ocorre durante hiperventilação?","Elevação da PaCO2","Redução da PaCO2","Acidose respiratória","Hipercapnia","B",""
"cf19f8f2-ceb3-4546-b4f1-829777130d50","ME1","Qual situação aumenta risco de pneumotórax em anes","Qual situação aumenta risco de pneumotórax em anestesia?","Punção de veia subclávia","Cateter nasal","Máscara facial","Raquianestesia","A",""
"afd595bd-9ba7-4bd6-924c-f6ee20b6b70a","ME1","Qual o principal benefício da ventilação protetora","Qual o principal benefício da ventilação protetora?","Aumentar volutrauma","Reduzir lesão pulmonar","Produzir hipercapnia grave","Eliminar necessidade de PEEP","B",""
"c04c1bc9-4f3a-4117-b0cc-c7f38dee5515","ME1","Qual complicação está relacionada ao posicionament","Qual complicação está relacionada ao posicionamento em litotomia prolongada?","Síndrome compartimental","Hipertireoidismo","Hiperglicemia","Edema cerebral","A",""
"63d3d359-ceaf-4e54-84bf-2e55bc3a8370","ME1","Qual é o principal estímulo químico da ventilação","Qual é o principal estímulo químico da ventilação em indivíduos saudáveis?","PaO2","PaCO2","Lactato","Bicarbonato","B",""
"61aa1682-4400-4929-b095-0a1fe8b26c2a","ME1","Qual condição reduz rapidamente o ETCO2?","Qual condição reduz rapidamente o ETCO2?","Febre","Embolia pulmonar","Hipermetabolismo","Convulsão","B",""
"0c5db5bd-16aa-4e8b-b337-3ec19c27bf43","ME1","Qual fator aumenta risco de laringoespasmo?","Qual fator aumenta risco de laringoespasmo?","Anestesia profunda","Manipulação de via aérea superficial","Uso de relaxante muscular","Extubação profunda","B",""
"9c5a2543-119d-4598-b099-c9e15a031cd7","ME1","Qual a principal consequência da hipoxemia prolong","Qual a principal consequência da hipoxemia prolongada?","Lesão tecidual","Hiperglicemia","Broncodilatação","Alcalose metabólica","A",""
"e6fc6f2f-80f0-4a4c-b742-a76a3ed4026a","ME1","Qual alteração pode ocorrer após insuflação abdomi","Qual alteração pode ocorrer após insuflação abdominal laparoscópica?","Hipocapnia","Aumento do ETCO2","Redução da pressão intra-abdominal","Hipotensão intracraniana","B",""
"c68a2f83-73d3-48aa-8f98-4d66ddc65294","ME1","Qual estrutura anatômica é visualizada na laringos","Qual estrutura anatômica é visualizada na laringoscopia direta?","Cordas vocais","Esôfago distal","Brônquio esquerdo","Pleura","A",""
"d4989309-c2c7-4448-b8f6-0ebba02f3dc4","ME1","Qual complicação está relacionada ao cuff insufici","Qual complicação está relacionada ao cuff insuficientemente insuflado?","Aspiração pulmonar","Hipertensão arterial","Hiperglicemia","Hipotermia","A",""
"a2e09799-0b9d-47b1-a89d-95c4247a273b","ME1","Qual alteração hemodinâmica é mais comum na ventil","Qual alteração hemodinâmica é mais comum na ventilação com pressão positiva?","Aumento do retorno venoso","Redução da pré-carga","Hipertensão arterial obrigatória","Aumento do débito cardíaco","B",""
"ca7d2f25-0e99-44ce-bfd1-c8a037c160c2","ME1","Qual fator favorece broncoaspiração perioperatória","Qual fator favorece broncoaspiração perioperatória?","Jejum adequado","Gestação avançada","Posição sentada","Pré-oxigenação","B",""
"ad16b481-8ce1-4d01-9302-a434ce649930","ME1","Qual medida reduz risco de lesão traqueal pelo cuf","Qual medida reduz risco de lesão traqueal pelo cuff?","Pressão do cuff acima de 50 cmH2O","Monitorização da pressão do cuff","Insuflação máxima do cuff","Uso de ar ambiente sem monitorização","B",""
"ccd5563a-3a8f-4e01-a19f-75558be64c63","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Em anestesia obstétrica, qual é a principal causa de hipotensão após raquianestesia para cesariana?","Hipovolemia absoluta","Bloqueio simpático","Depressão miocárdica direta","Bradicardia vagal primária","B","Hipovolemia pode contribuir, mas não é a principal causa.

Correta. O bloqueio simpático provoca vasodilatação e redução do retorno venoso.

A depressão miocárdica não é o principal mecanismo.

Bradicardia pode ocorrer secundariamente."
"4a36cc9c-27b5-47e5-8df2-ecdab58fce44","ME1","Neuroanestesia","4º Trimestre ME1 - Em neuroanestesia, a hiperventilação reduz pressão intracraniana principalmente por:","Aumento da PaO2","Vasodilatação cerebral","Vasoconstrição cerebral","Aumento do débito cardíaco","C","PaO2 não é principal mecanismo.

Hiperventilação causa vasoconstrição.

Correta. A redução da PaCO2 provoca vasoconstrição cerebral e diminui volume sanguíneo cerebral.

Débito cardíaco não é mecanismo principal."
"7ef701f2-7ea8-458b-96d4-bccb1f3c445e","ME1","Farmacologia","4º Trimestre ME1 - Qual anestésico intravenoso é mais indicado em paciente hemodinamicamente instável?","Propofol","Etomidato","Tiopental","Midazolam","B","Propofol pode causar hipotensão importante.

Correta. Etomidato possui maior estabilidade cardiovascular.

Tiopental pode deprimir miocárdio.

Midazolam possui início mais lento."
"17f47219-6924-4ce1-9b70-9c1fe53c1ddb","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Qual alteração fisiológica da gestação reduz o tempo até dessaturação?","Redução do consumo de oxigênio","Aumento da CRF","Redução da capacidade residual funcional","Hipocapnia severa","C","Consumo de O2 aumenta.

CRF diminui na gestação.

Correta. A menor CRF reduz reserva de oxigênio.

Hipocapnia não é principal fator."
"46f647fa-5203-4b3c-a527-f1130f84eb48","ME1","Pós-Operatório","4º Trimestre ME1 - Qual complicação respiratória é mais comum no pós-operatório imediato?","Pneumotórax hipertensivo","Atelectasia","Fibrose pulmonar","Bronquiectasia","B","Menos frequente.

Correta. Atelectasia é complicação pulmonar pós-operatória frequente.

Fibrose não é aguda.

Bronquiectasia não ocorre agudamente."
"7022f77c-e5d6-4548-a01c-0e5fb6d4ade4","ME1","NVPO","4º Trimestre ME1 - Qual situação aumenta risco de náusea e vômito pós-operatório?","Tabagismo","Sexo masculino","Uso de opioides","Idade avançada","C","Tabagismo reduz risco relativo.

Sexo feminino possui maior risco.

Correta. Opioides aumentam incidência de NVPO.

Jovens apresentam maior risco."
"ac326088-3755-4b97-ad8e-dfe77ebfd64a","ME1","Anestésicos Locais","4º Trimestre ME1 - Qual anestésico local possui maior cardiotoxicidade?","Lidocaína","Bupivacaína","Prilocaína","Cloroprocaína","B","Lidocaína é menos cardiotóxica.

Correta. Bupivacaína possui maior afinidade cardíaca.

Prilocaína associa-se à metahemoglobinemia.

Menor cardiotoxicidade."
"d3552e7b-c616-43bd-bcde-e482e29f43b5","ME1","Sepse","4º Trimestre ME1 - Em paciente séptico, qual alteração hemodinâmica é frequentemente observada na fase inicial?","Baixo débito cardíaco obrigatório","Aumento da resistência vascular sistêmica","Vasodilatação periférica","Bradicardia severa","C","Débito pode estar aumentado inicialmente.

RVS geralmente reduz-se.

Correta. O choque séptico inicial cursa com vasodilatação.

Taquicardia é mais comum."
"4549f2fe-e095-459a-8a0d-e03ca8ba389b","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Qual vasopressor é atualmente considerado de primeira escolha para tratamento da hipotensão na cesariana sob raquianestesia?","Dopamina","Fenilefrina","Nitroprussiato","Dobutamina","B","Dopamina não é primeira escolha nesse contexto.

Correta. Fenilefrina apresenta eficácia e melhor perfil fetal.

Nitroprussiato é vasodilatador.

Dobutamina é inotrópico."
"a2978f50-b0bb-46f7-9693-18be1e5ef2a6","ME1","Neuroanestesia","4º Trimestre ME1 - Qual solução é preferível em pacientes neurocirúrgicos para evitar edema cerebral?","Glicose 5%","Soro hipotônico","Soro fisiológico 0,9%","Água destilada","C","Soluções com glicose podem agravar edema cerebral.

Hipotônicos aumentam edema cerebral.

Correta. Cristaloides isotônicos são preferíveis.

Contraindicada intravenosamente."
"64d66054-8e0d-42ea-b671-2de56190f186","ME1","Monitorização","4º Trimestre ME1 - Em anestesia cardíaca, o cateter de artéria pulmonar mede diretamente:","Débito urinário","Pressão intracraniana","Pressão de artéria pulmonar","Fluxo cerebral","C","Não possui relação.

Não mede PIC.

Correta. Swan-Ganz permite monitorização hemodinâmica pulmonar.

Não avalia fluxo cerebral."
"59f8874f-ba76-4055-9f82-efa72770c94e","ME1","Anestesia Pediátrica","4º Trimestre ME1 - Em pediatria, a principal causa de parada cardíaca é:","Arritmia ventricular primária","Hipoxemia","IAM","Tromboembolismo","B","Menos comum em crianças.

Correta. Hipóxia é principal causa de PCR pediátrica.

IAM é raro em crianças.

Tromboembolismo não é principal causa."
"f783beaa-df7c-4d23-baf1-c31a8bfb8a6c","ME1","Recuperação Anestésica","4º Trimestre ME1 - Na recuperação pós-anestésica, qual escala é amplamente utilizada para alta da SRPA?","Ramsay","Glasgow","Aldrete-Kroulik","Apache II","C","Ramsay avalia sedação.

Glasgow avalia consciência.

Correta. Escala de Aldrete-Kroulik é padrão na SRPA.

Apache II é utilizado em UTI."
"c977833d-9254-48c8-8f3f-3a6303fc5468","ME1","Anestesia no Queimado","4º Trimestre ME1 - Em anestesia para paciente queimado, a succinilcolina deve ser evitada após 24-48h devido ao risco de:","Hipoglicemia","Hipercalemia","Hiponatremia","Hipocalcemia","B","Não é principal complicação.

Correta. Up regulation de receptores nicotínicos aumenta risco de hipercalemia fatal.

Hiponatremia não é principal risco.

Hipocalcemia não é típica."
"950a484d-16c6-4729-95b1-9a2717664cc6","ME1","Neuroanestesia","4º Trimestre ME1 - Em neurocirurgia, qual posição aumenta maior risco de embolia gasosa venosa?","Decúbito dorsal","Prona","Sentada","Litotomia","C","Menor risco.

Pode ocorrer, mas menos frequente.

Correta. A posição sentada favorece entrada de ar venoso.

Não é principal fator de risco."
"fa1a7396-7f05-4a40-9020-f60fa0a089e0","ME1","Segurança do Paciente","4º Trimestre ME1 - Qual medida reduz risco de lesão por pressão no intraoperatório prolongado?","Hipotensão permissiva","Posicionamento adequado e coxins","Restrição hídrica intensa","Hiperventilação","B","Hipotensão pode agravar lesão tecidual.

Correta. Proteção de proeminências ósseas reduz lesões.

Não previne lesão por pressão.

Sem relação direta."
"ca9ac7fa-4b74-4894-b628-d799ab274aa4","ME1","Anestesia Pediátrica","4º Trimestre ME1 - Em relação à anestesia pediátrica, lactentes apresentam maior risco de hipoxemia porque possuem:","Maior capacidade residual funcional","Menor consumo de oxigênio","Maior consumo de oxigênio e menor reserva pulmonar","Menor complacência torácica","C","A CRF é relativamente menor.

O consumo de oxigênio é aumentado.

Correta. Lactentes dessaturam rapidamente devido à alta demanda metabólica e menor reserva.

A complacência torácica é elevada no lactente."
"82d2311a-86d5-4edc-b6b6-f62ba51fa64a","ME1","Anestesia no Trauma","4º Trimestre ME1 - Na anestesia para trauma, qual a principal prioridade inicial?","Correção da anemia","Controle da via aérea e oxigenação","Sedação profunda","Correção da temperatura","B","Importante, mas não prioritário inicial.

Correta. Garantir oxigenação e ventilação é prioridade no trauma.

Sedação não precede estabilização.

Hipotermia é relevante, mas secundária inicialmente."
"3ca21520-329f-4c95-9987-e47a128ec20d","ME1","Cardiologia","4º Trimestre ME1 - Qual achado é mais sugestivo de tamponamento cardíaco?","Pulso amplo","Hipertensão arterial","Turgência jugular","Hipervolemia pulmonar","C","Pulso tende a ser filiforme.

Hipotensão é mais comum.

Correta. Turgência jugular integra a tríade de Beck.

Não é achado típico."
"b757ead4-6345-407a-962a-73472f298fd0","ME1","Anestesia Oftálmica","4º Trimestre ME1 - Qual agente é classicamente associado à neurotoxicidade retiniana em cirurgias oftalmológicas prolongadas em posição prona?","Hipotensão prolongada","Hiperglicemia","Hipercalemia","Hipervolemia","A","Correta. Hipotensão e hipoperfusão ocular aumentam risco de neuropatia óptica.

Não é principal causa.

Não tem associação direta.

Não é principal fator."
"49a28cb3-39be-4876-8c8d-7eb06fa1994b","ME1","Dor Aguda","4º Trimestre ME1 - Em dor pós-operatória, qual abordagem reduz melhor consumo de opioides?","Uso isolado de morfina","Analgesia multimodal","Suspensão de anti-inflamatórios","Sedação contínua","B","Opioide isolado aumenta efeitos adversos.

Correta. Analgesia multimodal reduz necessidade opioide.

AINES fazem parte da estratégia multimodal.

Sedação não substitui analgesia."
"2543c94c-aadd-41b8-acb4-0cc4455c1d79","ME1","Fisiologia","4º Trimestre ME1 - Qual alteração acidobásica é esperada em hipoventilação?","Alcalose respiratória","Acidose metabólica","Acidose respiratória","Alcalose metabólica","C","Hiperventilação causaria alcalose.

Não é alteração primária.

Correta. Retenção de CO2 leva à acidose respiratória.

Não corresponde ao mecanismo."
"4e4ea99b-153c-4bf0-8ed5-79f30232d5a8","ME1","Farmacologia","4º Trimestre ME1 - Qual é a principal indicação do uso de dexametasona no perioperatório?","Broncodilatação imediata","Prevenção de NVPO","Reversão de opioides","Tratamento da hipercalemia","B","Não é principal uso perioperatório.

Correta. Dexametasona é amplamente utilizada para profilaxia de náuseas e vômitos.

Naloxona faz reversão opioide.

Não trata hipercalemia."
"25bd62d6-d363-4fa1-936a-1d4f6d953769","ME1","Anestesia Pediátrica","4º Trimestre ME1 - Qual é o local mais comum para punção em anestesia caudal pediátrica?","Espaço L1-L2","Hiato sacral","Espaço T12-L1","Forame obturador","B","Não é o local da técnica caudal.

Correta. A anestesia caudal utiliza acesso pelo hiato sacral.

Não corresponde à técnica caudal.

Sem relação anatômica com anestesia regional."
"12861131-d5e8-48b2-a1bf-96703e7ba07e","ME1","Choque Hemorrágico","4º Trimestre ME1 - Em choque hemorrágico, qual alteração fisiológica é esperada inicialmente?","Bradicardia intensa","Aumento do débito urinário","Taquicardia compensatória","Hipertensão arterial","C","Bradicardia ocorre tardiamente.

Débito urinário reduz-se.

Correta. A ativação simpática gera taquicardia compensatória.

Hipotensão é mais comum."
"05cbf4ef-e9cf-4e3b-97a0-b0d144d775ca","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Em anestesia obstétrica, qual complicação é mais temida após anestesia geral em gestantes?","Broncoespasmo","Aspiração pulmonar","Hipotermia","Hiperglicemia","B","Pode ocorrer, mas menos frequente.

Correta. Gestantes possuem maior risco de broncoaspiração.

Não é principal complicação.

Não é evento predominante."
"8d6d0348-aa0e-478f-8a61-f002a8c23b48","ME1","Cirurgia Laparoscópica","4º Trimestre ME1 - Em cirurgia laparoscópica, o pneumoperitônio geralmente provoca:","Redução do ETCO2","Aumento da PaCO2","Hipotermia grave imediata","Redução da pressão intra-abdominal","B","ETCO2 tende a aumentar.

Correta. Absorção de CO2 aumenta PaCO2.

Não é consequência imediata principal.

A pressão intra-abdominal aumenta."
"66d4ff79-2695-4edd-97bd-131b457cda91","ME1","NVPO","4º Trimestre ME1 - Qual antiemético atua predominantemente em receptores 5-HT3?","Droperidol","Metoclopramida","Ondansetrona","Dexametasona","C","Droperidol atua em receptores dopaminérgicos.

Metoclopramida atua predominantemente em dopamina.

Correta. Ondansetrona bloqueia receptores serotoninérgicos 5-HT3.

Dexametasona possui mecanismo diferente."
"5b02ca09-429e-46ce-bfa1-e601496f5b27","ME1","Anestesia no Obeso","4º Trimestre ME1 - Em pacientes obesos, a pré-oxigenação é especialmente importante porque:","Possuem maior CRF","Dessaturam mais lentamente","Possuem menor reserva funcional pulmonar","Apresentam menor consumo de oxigênio","C","CRF é reduzida.

Dessaturam rapidamente.

Correta. A obesidade reduz reserva pulmonar e acelera dessaturação.

Consumo de O2 é aumentado."
"07894117-eaaa-4182-b633-acf46294def9","ME1","Anestesia Regional","4º Trimestre ME1 - Qual complicação pode ocorrer com anestesia raquidiana alta?","Hipertensão grave","Parada respiratória","Hiperglicemia","Broncodilatação","B","Hipotensão é mais comum.

Correta. Bloqueio alto pode comprometer musculatura respiratória e tronco cerebral.

Não é manifestação típica.

Não é principal efeito."
"7d6717d8-fdfb-42b3-b75d-3b1fcbf3c324","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Durante anestesia para cesariana, qual medida reduz mais efetivamente o risco de broncoaspiração?","Uso de atropina","Jejum adequado e sequência rápida","Hiperventilação","Uso de dexametasona","B","Atropina não reduz broncoaspiração.

Correta. Jejum e indução em sequência rápida reduzem risco de aspiração pulmonar.

Hiperventilação não previne aspiração.

Dexametasona não possui essa função principal."
"391bb795-e296-4ae8-80f8-3af00e7addf7","ME1","Neuroanestesia","4º Trimestre ME1 - Em trauma cranioencefálico, hipotensão arterial deve ser evitada porque:","Reduz edema pulmonar","Diminui pressão intracraniana","Piora perfusão cerebral","Melhora autorregulação cerebral","C","Não é principal efeito.

Hipotensão pode até reduzir PIC, porém piora prognóstico.

Correta. Hipotensão reduz pressão de perfusão cerebral.

Autorregulação frequentemente está comprometida."
"f2fd6226-2411-406d-bbf3-ef1d2e12edf8","ME1","Anestesia Pediátrica","4º Trimestre ME1 - Em anestesia pediátrica, a principal causa de bradicardia durante laringoscopia é:","Estimulação vagal","Hipercalcemia","Hiperglicemia","Acidose metabólica","A","Correta. Crianças apresentam intensa resposta vagal.

Hipercalcemia não é principal causa.

Hiperglicemia não tem relação direta.

Acidose pode contribuir secundariamente."
"edbe6679-de0d-4c7c-be21-e81c62cf076a","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Em anestesia obstétrica, a compressão aortocaval é reduzida por:","Posição supina horizontal","Deslocamento uterino à esquerda","Trendelenburg acentuado","Hiperventilação","B","Posição supina piora compressão.

Correta. O deslocamento uterino reduz compressão da veia cava.

Trendelenburg não resolve adequadamente.

Hiperventilação não interfere."
"cecae09a-d01a-449c-a48d-7b8ae10beeb3","ME1","Posicionamento","4º Trimestre ME1 - Qual nervo é mais frequentemente lesionado na posição de litotomia prolongada?","Nervo radial","Nervo fibular comum","Nervo facial","Nervo mediano","B","Radial não é o mais acometido.

Correta. Compressão na cabeça da fíbula é frequente.

Nervo facial não se relaciona.

Mediano é menos comum."
"b8d99248-15eb-4cc2-8a87-11c90b113e8a","ME1","Pediatria","4º Trimestre ME1 - Em paciente pediátrico, qual sinal é frequentemente precoce de hipoxemia?","Cianose","Bradicardia","Taquicardia","Hipotensão","C","Cianose é sinal tardio.

Bradicardia ocorre mais tardiamente.

Correta. Taquicardia pode preceder deterioração.

Hipotensão é sinal tardio em crianças."
"6ea9118a-1f1b-4f55-ace6-9c49ea092681","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Em anestesia obstétrica, qual opioide intratecal é amplamente utilizado em cesarianas?","Codeína","Morfina","Naloxona","Tramadol","B","Codeína não é utilizada intratecalmente.

Correta. Morfina intratecal fornece analgesia prolongada.

Naloxona antagoniza opioides.

Tramadol não é padrão intratecal."
"99bf2ca5-1a27-4293-9bef-60bca8bdfef6","ME1","Neuroanestesia","4º Trimestre ME1 - Em paciente neurocirúrgico, qual solução deve ser evitada devido ao risco de edema cerebral?","Soro fisiológico","Albumina isotônica","Glicose 5%","Ringer lactato","C","Soro fisiológico é frequentemente utilizado.

Albumina isotônica pode ser utilizada em situações específicas.

Correta. Soluções hipotônicas favorecem edema cerebral.

Ringer pode ser utilizado dependendo do contexto."
"8a41cee2-0f3a-474b-a937-2a59fa068506","ME1","Anestesia Pediátrica","4º Trimestre ME1 - Qual fator aumenta risco de apneia pós-operatória em recém-nascidos prematuros?","Idade pós-conceptual reduzida","Hipertensão arterial","Obesidade","Hiperglicemia","A","Correta. Prematuros com baixa idade pós-conceptual apresentam maior risco de apneia.

Hipertensão não é principal fator.

Obesidade é rara nesse contexto.

Hiperglicemia não é fator principal."
"9d566c55-8e3b-43fc-93e6-80c854270aee","ME1","Cirurgia Laparoscópica","4º Trimestre ME1 - Qual alteração é típica da resposta fisiológica ao pneumoperitônio laparoscópico?","Redução da pressão arterial pulmonar","Aumento da resistência vascular sistêmica","Bradicardia obrigatória","Hipocapnia","B","A pressão pulmonar tende a aumentar.

Correta. Pneumoperitônio aumenta resistência vascular sistêmica.

Bradicardia pode ocorrer, mas não obrigatoriamente.

Absorção de CO2 aumenta PaCO2."
"72e02b6f-1976-4a89-b184-b6079f775a4b","ME1","Posicionamento","4º Trimestre ME1 - Qual posição cirúrgica apresenta maior risco de neuropatia ulnar?","Decúbito dorsal com braços abduzidos","Posição sentada","Litotomia","Prona com cabeça elevada","A","Correta. Compressão do nervo ulnar no cotovelo é frequente.

Menor relação direta.

Litotomia relaciona-se mais ao fibular.

Não é a principal associação."
"733208db-fd74-4766-8fca-0c3c79376fbd","ME1","Anestesia no Queimado","4º Trimestre ME1 - Em pacientes queimados extensos, qual alteração farmacológica é esperada após alguns dias?","Maior sensibilidade à succinilcolina","Resistência a bloqueadores não despolarizantes","Redução do débito cardíaco obrigatório","Hipocalemia persistente","B","O risco principal é hipercalemia.

Correta. Há aumento de receptores nicotínicos e resistência relativa.

Débito pode aumentar na fase hipermetabólica.

Hipercalemia é mais frequente."
"c88d0583-21bf-4130-a735-d24e452b3f51","ME1","Geriatria","4º Trimestre ME1 - Qual fator aumenta risco de delirium pós-operatório em idosos?","Privação de sono","Idade avançada","Uso de benzodiazepínicos","Todas as alternativas","D","Contribui para delirium.

É fator de risco importante.

Benzodiazepínicos aumentam incidência.

Correta. Todos são fatores associados."
"b5bf5d1e-0ac1-4fcb-8926-ed093f2e3591","ME1","RCP","4º Trimestre ME1 - Qual antiarrítmico é frequentemente utilizado no tratamento da fibrilação ventricular durante PCR?","Verapamil","Amiodarona","Atropina","Dobutamina","B","Verapamil não é indicado na PCR.

Correta. Amiodarona é recomendada em FV refratária.

Atropina não trata FV.

Dobutamina é inotrópico."
