"id","me","tema","enunciado","alternativa_a","alternativa_b","alternativa_c","alternativa_d","correta","explicacao"
"c6f01925-7bff-4366-809d-38edd302d216","ME1","Obesidade","4º Trimestre ME1 - Qual alteração ventilatória ocorre frequentemente na obesidade mórbida?","Aumento da complacência pulmonar","Redução da capacidade residual funcional","Hipocapnia crônica","Aumento da reserva expiratório","B","Complacência reduz-se.

Correta. A obesidade reduz volumes pulmonares.

Hipercapnia pode ocorrer.

Reserva expiratória reduz-se."
"33b37b7f-c98e-47e1-9140-f3925dd8dcf3","ME1","Ventilação","4º Trimestre ME1 - Qual intervenção reduz incidência de atelectasia no intraoperatório?","Uso de PEEP","Hiperventilação intensa","Redução da FiO2 para 21%","Suspensão da ventilação mecânica","A","Correta. PEEP auxilia recrutamento alveolar.

Hiperventilação não previne atelectasia.

FiO2 isoladamente não resolve.

Ventilação é essencial."
"586b40f0-b3dc-4cf2-bcc5-09a11e6c1dcd","ME1","Neuroanestesia","4º Trimestre ME1 - Em neuroanestesia, qual objetivo principal do manejo ventilatório?","Hipercapnia permissiva","Evitar aumento da pressão intracraniana","Produzir alcalose metabólica","Aumentar consumo cerebral de oxigênio","B","Hipercapnia aumenta fluxo sanguíneo cerebral.

Correta. Controle da PaCO2 auxilia no controle da PIC.

Não é objetivo anestésico.

Busca-se reduzir consumo cerebral."
"b63f7837-e1ac-4365-a530-7f816ffe6b73","ME1","Recuperação Anestésica","4º Trimestre ME1 - Em recuperação pós-anestésica, o principal objetivo da monitorização é:","Diagnosticar diabetes","Detectar precocemente complicações","Avaliar função renal isoladamente","Realizar sedação contínua","B","Não é objetivo principal.

Correta. A SRPA visa detectar e tratar complicações precocemente.

Função renal não é foco isolado.

Sedação contínua não é rotina."
"117c2a1c-aff8-4dab-a55c-92363d11615c","ME1","Sepse","4º Trimestre ME1 - Em paciente séptico, qual marcador laboratorial é frequentemente utilizado para avaliação de hipoperfusão?","Bilirrubina","Lactato","Potássio","Amilase","B","Não é marcador principal de perfusão.

Correta. Lactato elevado sugere hipoperfusão tecidual.

Potássio não é marcador específico.

Amilase não se relaciona diretamente."
"f5b05116-50ca-4d38-82cd-86192132f046","ME1","Hipotermia","4º Trimestre ME1 - Qual medida reduz risco de hipotermia perioperatória?","Infusão de líquidos aquecidos","Hiperventilação","Restrição hídrica","Uso de FiO2 elevada","A","Correta. Aquecimento ativo ajuda manter normotermia.

Hiperventilação favorece perda térmica.

Restrição hídrica não previne hipotermia.

FiO2 não tem esse objetivo."
"e69d7f49-c3f3-48f0-b97e-9b4955e97398","ME1","Anestesia no Trauma","4º Trimestre ME1 - Em anestesia para trauma, a tríade letal é composta por:","Hipotermia, acidose e coagulopatia","Hiperglicemia, hipertensão e alcalose","Bradicardia, hipocalemia e acidose","Hipercalcemia, hipotermia e alcalose","A","Correta. Esses fatores aumentam mortalidade no trauma.

Não corresponde à tríade letal.

Não é combinação clássica.

Não corresponde ao conceito."
"08476e49-1b51-488c-865a-029eb8f1c757","ME1","Anestesia Regional","4º Trimestre ME1 - Em anestesia regional, qual é um sinal precoce de toxicidade sistêmica por anestésico local?","Hiperglicemia","Zumbido e gosto metálico","Hipotermia","Broncodilatação","B","Não é manifestação inicial.

Correta. Sintomas neurológicos iniciais incluem zumbido e gosto metálico.

Hipotermia não é típica.

Broncodilatação não é sinal de toxicidade."
"d3de44c9-6f3b-46ef-9da9-2807956af0aa","ME1","Sepse","4º Trimestre ME1 - Em sepse grave, a oligúria geralmente indica:","Boa perfusão renal","Hipervolemia","Hipoperfusão orgânica","Alcalose respiratória","C","Oligúria sugere perfusão inadequada.

Hipervolemia não é principal causa.

Correta. Débito urinário baixo sugere disfunção circulatória.

Não é interpretação adequada."
"94aa270d-accf-4cf1-8c01-f0e9d9ed95ba","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Qual agente é mais utilizado para profilaxia de aspiração ácida em gestantes?","Midazolam","Ranitidina","Atracúrio","Cetamina","B","Midazolam não reduz acidez gástrica.

Correta. Bloqueadores H2 reduzem secreção ácida gástrica.

Atracúrio é bloqueador neuromuscular.

Cetamina não possui essa indicação."
"1a090f72-d060-43c2-91d3-39aa29c00f4c","ME1","Anestésicos Locais","4º Trimestre ME1 - Qual anestésico local apresenta maior duração de ação?","Lidocaína","Cloroprocaína","Bupivacaína","Procaína","C","Lidocaína possui duração intermediária.

Cloroprocaína possui curta duração.

Correta. Bupivacaína apresenta longa duração anestésica.

Procaína possui curta duração."
"614a487e-0ad6-4708-8783-324a9a999cab","ME1","NVPO","4º Trimestre ME1 - Qual antiemético possui mecanismo predominantemente dopaminérgico?","Ondansetrona","Metoclopramida","Dexametasona","Escopolamina","B","Ondansetrona bloqueia 5HT3.

Correta. Metoclopramida atua principalmente em receptores dopaminérgicos.

Dexametasona possui mecanismo multifatorial.

Escopolamina atua em receptores muscarínicos."
"488c3076-80ea-45b5-b3e4-fa16f28b2925","ME1","Neuroanestesia","4º Trimestre ME1 - Em neurocirurgia, qual efeito a hipercapnia provoca no cérebro?","Vasoconstrição cerebral","Redução do fluxo cerebral","Aumento do fluxo sanguíneo cerebral","Redução da PIC","C","Hipercapnia promove vasodilatação.

Fluxo cerebral aumenta.

Correta. CO2 elevado causa vasodilatação cerebral.

PIC tende a aumentar."
"d1a7429b-795a-4571-be7d-9f6594b4b3fd","ME1","Farmacologia","4º Trimestre ME1 - Qual anestésico venoso reduz mais intensamente o metabolismo cerebral?","Cetamina","Propofol","Óxido nitroso","Dexmedetomidina","B","Cetamina pode aumentar fluxo cerebral.

Correta. Propofol reduz metabolismo e fluxo cerebral.

Óxido nitroso pode aumentar PIC.

Dexmedetomidina reduz menos intensamente."
"5f4d5dbf-f124-4c7f-9c6d-f3d4525d41fb","ME1","Posicionamento","4º Trimestre ME1 - Qual posição cirúrgica aumenta risco de lesão do plexo braquial?","Abdução excessiva dos braços","Flexão plantar","Elevação discreta da cabeça","Posição neutra cervical","A","Correta. Abdução >90 graus aumenta risco de estiramento.

Não se relaciona diretamente.

Não é principal fator.

Posição neutra reduz risco."
"6f2cd805-2eb6-4229-997d-601540e7a225","ME1","Farmacologia","4º Trimestre ME1 - Qual agente é utilizado para reversão de benzodiazepínicos?","Naloxona","Sugamadex","Flumazenil","Atropina","C","Naloxona reverte opioides.

Sugamadex reverte aminosteroides.

Correta. Flumazenil antagoniza benzodiazepínicos.

Atropina é anticolinérgico."
"e783ea79-df8b-40e7-8a34-06cfefd866e4","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Em anestesia obstétrica, qual alteração fisiológica aumenta o risco de intubação difícil na gestante?","Redução do edema de vias aéreas","Aumento do diâmetro laríngeo","Edema de mucosas e ganho ponderal","Diminuição da vascularização nasal","C","Na gestação há maior edema de vias aéreas.

O diâmetro das vias aéreas tende a reduzir.

Correta. Edema mucoso e alterações anatômicas dificultam manejo de via aérea.

A vascularização aumenta na gestação."
"b2075e8f-d376-4e12-b131-9ba8a1eafdca","ME1","Recuperação Anestésica","4º Trimestre ME1 - Em recuperação pós-anestésica, qual complicação respiratória é mais comum após uso de opioides?","Hiperventilação","Depressão respiratória","Broncodilatação","Pneumotórax","B","Opioides reduzem ventilação.

Correta. Depressão respiratória é importante complicação pós-operatória.

Broncodilatação não é efeito principal.

Pneumotórax não é efeito típico."
"8e880938-1a34-48a0-897d-2cc51775e0c9","ME1","Segurança do Paciente","4º Trimestre ME1 - Qual medida reduz risco de lesão ocular em anestesia geral?","Uso de vasodilatadores","Proteção e fechamento ocular","Hiperventilação","Redução da FiO2","B","Não previne abrasão ocular.

Correta. Lubrificação e fechamento ocular reduzem abrasão de córnea.

Sem relação direta.

FiO2 não interfere nesse risco."
"1a16b9b9-85d7-4ec1-8872-401440c17c45","ME1","Anestesia no Trauma","4º Trimestre ME1 - Em trauma torácico, qual situação sugere pneumotórax hipertensivo?","Hipotensão e ausência de murmúrio vesicular unilateral","Bradicardia isolada","Hiperglicemia","Hipertensão arterial","A","Correta. Instabilidade hemodinâmica associada à ausência de MV é sugestiva.

Bradicardia isolada não é típica.

Hiperglicemia não possui relação.

Hipotensão é mais comum."
"79cccd91-1835-4a95-8749-f885c251f476","ME1","Pediatria","4º Trimestre ME1 - Em anestesia pediátrica, qual tubo endotraqueal geralmente é utilizado atualmente?","Sempre sem cuff","Sempre metálico","Com cuff de baixa pressão","Exclusivamente nasal","C","Tubos sem cuff não são obrigatórios atualmente.

Não é prática padrão.

Correta. Tubos com cuff modernos são amplamente utilizados.

Via nasal depende da indicação."
"e6a86cdf-d7dd-4314-b705-9e6d5b2b9577","ME1","Sepse","4º Trimestre ME1 - Em sepse, qual alteração microcirculatória contribui para disfunção orgânica?","Vasoconstrição uniforme","Má distribuição do fluxo sanguíneo","Hipervolemia isolada","Redução do metabolismo celular","B","A sepse cursa com heterogeneidade perfusional.

Correta. A microcirculação torna-se desorganizada.

Hipervolemia não explica isoladamente.

Metabolismo frequentemente aumenta."
"077fae66-943d-4bac-a1d9-61d06c63c86d","ME1","Dor Aguda","4º Trimestre ME1 - Em analgesia pós-operatória, qual benefício principal do bloqueio regional?","Maior incidência de NVPO","Redução do consumo opioide","Hiperglicemia","Maior depressão respiratória","B","Bloqueios podem reduzir NVPO.

Correta. Analgesia regional reduz necessidade de opioides.

Não é benefício esperado.

Depressão respiratória tende a ser menor."
"f63a632e-7ca1-40fa-beb2-7bc6e602e6dd","ME1","Pós-Operatório","4º Trimestre ME1 - Qual medida reduz risco de atelectasia no pós-operatório?","Mobilização precoce","Restrição ventilatória","Sedação contínua","Hipoventilação","A","Correta. Deambulação e fisioterapia reduzem complicações pulmonares.

Restrição piora atelectasia.

Sedação favorece hipoventilação.

Hipoventilação aumenta risco."
"6a69ae18-19fc-4b53-809b-ba39f92280a1","ME1","Pediatria","4º Trimestre ME1 - Em crianças, a principal causa de obstrução de via aérea durante anestesia é:","Laringoespasmo","Broncoespasmo","Corpo estranho","Edema pulmonar","A","Correta. Laringoespasmo é evento relativamente frequente em pediatria.

Broncoespasmo ocorre menos frequentemente.

Corpo estranho não é principal causa intraoperatória.

Edema pulmonar é menos frequente."
"4d0746a5-f150-43c3-8305-3ab68312e5d2","ME1","Sedação","4º Trimestre ME1 - Qual parâmetro é mais utilizado para avaliar profundidade de sedação em UTI?","Aldrete","Ramsay","Mallampati","ASA físico","B","Aldrete é usada na SRPA.

Correta. Ramsay é escala clássica de sedação.

Mallampati avalia via aérea.

ASA físico avalia risco perioperatório."
"134b1d2d-b163-40f2-8db3-7569b27874a4","ME1","Sepse","4º Trimestre ME1 - Em choque séptico, qual vasopressor é considerado primeira escolha?","Dobutamina","Nitroglicerina","Noradrenalina","Nitroprussiato","C","Dobutamina é inotrópico adjuvante.

Nitroglicerina é vasodilatador.

Correta. Noradrenalina é o vasopressor inicial recomendado.

Nitroprussiato reduz pressão arterial."
"dd12d72d-c713-4d61-a3be-8c077ed496a5","ME1","Dor Aguda","4º Trimestre ME1 - Em analgesia multimodal, qual classe reduz consumo de opioides no pós-operatório?","AINES","Antibióticos","Anticoagulantes","Vasopressores","A","Correta. Anti-inflamatórios auxiliam no controle multimodal da dor.

Não possuem função analgésica principal.

Não são utilizados com esse objetivo.

Sem relação analgésica."
"331999be-68df-480b-acaf-9302dc79f986","ME1","Tromboembolismo","4º Trimestre ME1 - Qual fator aumenta risco de tromboembolismo venoso no pós-operatório?","Deambulação precoce","Imobilização prolongada","Hidratação adequada","Uso de meias compressivas","B","Deambulação reduz risco.

Correta. Imobilidade favorece estase venosa.

Hidratação ajuda prevenção.

Meias reduzem risco."
"1ef4cb64-b0cb-4d02-987a-bba78c23e3e6","ME1","Posicionamento","4º Trimestre ME1 - Qual nervo pode ser lesionado na posição de litotomia extrema?","Fibular comum","Frênico","Hipoglosso","Radial","A","Correta. Compressão lateral da cabeça da fíbula favorece lesão.

Frênico raramente é acometido.

Hipoglosso não é típico.

Radial relaciona-se mais aos braços."
"9c4d946f-ab7a-4caa-be37-1ecdfcf44bbd","ME1","Neuroanestesia","4º Trimestre ME1 - Em neurocirurgia, qual agente intravenoso pode aumentar fluxo sanguíneo cerebral?","Propofol","Tiopental","Cetamina","Etomidato","C","Propofol reduz fluxo cerebral.

Tiopental reduz metabolismo cerebral.

Correta. Cetamina pode aumentar FSC e PIC.

Etomidato reduz metabolismo cerebral."
"c580ba73-7dfc-4f28-b25e-9ff725bfaf69","ME1","Cirurgia Laparoscópica","4º Trimestre ME1 - Em anestesia para cirurgia laparoscópica, qual efeito hemodinâmico pode ocorrer com pneumoperitônio?","Aumento do retorno venoso obrigatório","Redução do débito cardíaco","Bradicardia permanente","Hipervolemia","B","Retorno venoso pode inicialmente aumentar, mas não obrigatoriamente.

Correta. Aumento da pressão intra-abdominal pode reduzir débito cardíaco.

Bradicardia não é permanente.

Hipervolemia não é efeito direto."
"5be1725d-1c9e-42ee-8c75-53358780305d","ME1","Neuroanestesia","4º Trimestre ME1 - Qual posição cirúrgica aumenta maior risco de embolia gasosa venosa em neurocirurgia?","Trendelenburg","Prona","Sentada","Litotomia","C","Trendelenburg reduz risco de entrada aérea.

Pode ocorrer, mas menos frequentemente.

Correta. A posição sentada favorece gradiente para entrada de ar venoso.

Não é principal posição associada."
"aa5151b4-6be1-4ef8-883d-3dc324f5ef2c","ME1","Neuroanestesia","4º Trimestre ME1 - Em neuroanestesia, qual condição aumenta o consumo cerebral de oxigênio?","Hipotermia","Convulsão","Propofol","Barbitúricos","B","Hipotermia reduz metabolismo cerebral.

Correta. Crises convulsivas aumentam significativamente demanda metabólica cerebral.

Propofol reduz metabolismo cerebral.

Barbitúricos também reduzem metabolismo."
"66b4dff0-2240-4235-b44b-4398a33e5f3c","ME1","Posicionamento","4º Trimestre ME1 - Qual complicação está associada ao posicionamento prolongado em prona?","Lesão ocular","Hipoglicemia","Hipocalcemia","Broncodilatação","A","Correta. Compressão ocular pode causar neuropatia óptica.

Não possui associação direta.

Não é complicação típica.

Broncodilatação não se relaciona."
"860404e4-977b-49bd-ac92-b97e032ff932","ME1","Obesidade","4º Trimestre ME1 - Em pacientes obesos, qual posição melhora pré-oxigenação antes da indução?","Trendelenburg","Rampa","Prona","Litotomia","B","Trendelenburg pode piorar mecânica ventilatória.

Correta. A posição em rampa melhora alinhamento e ventilação.

Prona não é utilizada para indução.

Litotomia não auxilia."
"da16d751-e97d-4bfb-acf1-ce1e862012f8","ME1","Neuroanestesia","4º Trimestre ME1 - Em neuroanestesia, qual medida ajuda reduzir pressão intracraniana?","Hipercapnia","Cabeceira elevada","Hipotensão severa","Hipoxemia","B","Hipercapnia aumenta PIC.

Correta. Elevação da cabeça favorece drenagem venosa cerebral.

Hipotensão reduz PPC.

Hipoxemia aumenta vasodilatação cerebral."
"ad50a9d8-448b-4400-bd1f-d7793b959d5a","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Qual alteração ocorre frequentemente na gestação avançada?","Redução do débito cardíaco","Aumento do débito cardíaco","Hipovolemia intensa fisiológica","Redução do volume plasmático","B","Débito aumenta na gestação.

Correta. Há aumento significativo do débito cardíaco materno.

Volume plasmático aumenta.

Não ocorre redução plasmática."
"1b94ccdd-0861-4277-9751-c3dd6b284f82","ME1","Hipotermia","4º Trimestre ME1 - Qual complicação é mais associada à hipotermia perioperatória?","Coagulopatia","Hiperglicemia","Broncodilatação","Hipocalcemia","A","Correta. Hipotermia prejudica coagulação e aumenta sangramento.

Não é principal efeito.

Não é característica típica.

Hipocalcemia não é principal consequência."
"47eebacd-3528-4e94-ab14-385f1eb7c036","ME1","Anestesia no Trauma","4º Trimestre ME1 - Qual é o principal objetivo da estratégia de controle de danos no trauma?","Correção definitiva imediata","Redução do tempo cirúrgico inicial","Realização de procedimentos eletivos","Indução de hipotermia","B","Controle definitivo pode ocorrer posteriormente.

Correta. Busca-se estabilizar fisiologia antes da cirurgia definitiva.

Não se aplica ao trauma agudo.

Hipotermia deve ser evitada."
"3052a151-bd95-40d3-9ee5-07d272402ec8","ME1","Pediatria","4º Trimestre ME1 - Em anestesia pediátrica, qual característica anatômica favorece obstrução de vias aéreas?","Epiglote curta e rígida","Língua proporcionalmente maior","Traqueia calcificada","Laringe baixa","B","A epiglote infantil é longa e mais flácida.

Correta. Língua relativamente maior favorece obstrução.

Traqueia não é calcificada.

A laringe é mais alta."
"1918e20b-2726-43f8-a3ed-3584488d7d31","ME1","Anestesia Obstétrica","4º Trimestre ME1 - Em anestesia obstétrica, qual alteração gastrointestinal aumenta risco de aspiração?","Aumento do esvaziamento gástrico","Redução da pressão intra-abdominal","Redução do tônus do esfíncter esofágico inferior","Aumento do pH gástrico","C","Esvaziamento pode estar retardado.

Pressão intra-abdominal aumenta.

Correta. Progesterona reduz tônus do esfíncter esofágico.

O pH tende a ser mais ácido."
"9b6059d3-bcb3-4772-8912-fa17e862c103","ME1","Anestesia em RTU","4º Trimestre ME1 - Qual alteração laboratorial pode ocorrer na síndrome de absorção de glicina durante RTU de próstata?","Hipernatremia","Hiponatremia","Hipercalcemia","Acidose respiratória obrigatória","B","Ocorre diluição do sódio.

Correta. Absorção de líquidos hipotônicos pode gerar hiponatremia.

Hipercalcemia não é típica.

Acidose respiratória não é obrigatória."
"f922c50c-ca71-43bf-b171-1e781e26b3ba","ME1","Farmacologia","4º Trimestre ME1 - Qual anestésico inalatório possui menor pungência e melhor tolerabilidade para indução?","Desflurano","Isoflurano","Sevoflurano","Halotano","C","Desflurano é irritante.

Isoflurano também irrita vias aéreas.

Correta. Sevoflurano apresenta melhor tolerabilidade inalatória.

Halotano é pouco utilizado atualmente."
"66e1eeeb-cede-4401-955b-b523652c5da1","ME1","Anestesia no Trauma","4º Trimestre ME1 - Em trauma hemorrágico, qual solução sanguínea contém maior concentração de fatores de coagulação?","Concentrado de hemácias","Plaquetas","Plasma fresco congelado","Albumina","C","Hemácias não concentram fatores.

Plaquetas possuem função específica.

Correta. PFC fornece fatores de coagulação.

Albumina não contém fatores relevantes."
"0fd7569b-2cbf-49b5-99d8-b0cfbeb26b3d","ME1","Pediatria","4º Trimestre ME1 - Em crianças, qual sinal sugere fadiga respiratória iminente?","Taquicardia leve","Agitação","Bradicardia","Hipertensão","C","Taquicardia pode ser compensatória inicial.

Agitação pode preceder deterioração.

Correta. Bradicardia em criança hipóxica é sinal grave.

Hipertensão não é principal marcador."
"c8cd8618-cb08-4a1c-ba57-0bddee29279b","ME1","","Qual monitorização é obrigatória durante anestesia geral?","Pressão intracraniana","Capnografia","Ecocardiografia","Débito cardíaco","B","Questao de revisao geral do modulo."
"1fd1d27d-c0ef-49f5-8284-bd9ea3de9dcc","ME1","","Qual o principal mecanismo de ação do propofol?","Bloqueio NMDA","Potencialização GABA-A","Bloqueio canais Na","Agonista opioide","B","Questao de revisao geral do modulo."
"ec460fdd-eeea-4f6a-ad0b-cc9557b07299","ME1","","Em que consiste a escala de Ramsay?","Avaliar dor","Avaliar sedação","Avaliar via aérea","Avaliar risco cirúrgico","B","Questao de revisao geral do modulo."
"e6d36be0-43a2-4335-afaa-60eee8ea4932","ME1","","Qual a principal causa de hipoxemia no pós-operatório imediato?","Pneumotórax","Atelectasia","Edema pulmonar","Embolia","B","Questao de revisao geral do modulo."
"0ed72e98-e062-402c-9cd3-2f7cfa1b955e","ME1","","Qual escala é padrão para alta da SRPA?","Ramsay","Glasgow","Aldrete-Kroulik","Apfel","C","Questao de revisao geral do modulo."
"9ba3b816-002b-43e9-90dc-e0362a7a5796","ME1","","Qual a principal causa de parada cardíaca em crianças?","Arritmia primária","Hipoxemia","IAM","Tromboembolismo","B","Questao de revisao geral do modulo."
"2b8a106c-79d4-413b-9500-d9e9f763fb9e","ME1","","Qual complicação está mais associada à punção inadvertida da dura na peridural?","Cefaleia pós-punção","Hiperglicemia","Edema pulmonar","Crise hipertensiva","A","Questao de revisao geral do modulo."
"f94ad5d5-b8f2-4132-94db-9af05c9fde1e","ME1","","O que significa MAC em anestesiologia?","Monitorização avançada cardíaca","Concentração alveolar mínima","Mínima atividade cortical","Mecanismo anticonvulsivante","B","Questao de revisao geral do modulo."
"3a402f4e-be61-486e-84a7-54ef5ba77a88","ME1","","Qual o melhor parâmetro para avaliar ventilação alveolar?","FiO2","SpO2","ETCO2","PEEP","C","Questao de revisao geral do modulo."
"98ea19e1-b76c-4902-befb-1c2a6f5b3bab","ME1","","Qual o antagonista específico dos opioides?","Flumazenil","Naloxona","Atropina","Sugamadex","B","Questao de revisao geral do modulo."
"cd78b384-9969-4220-8962-f62b9dbf4e46","ME1","","Qual a principal vantagem da analgesia multimodal?","Maior uso de opioides","Redução de efeitos adversos","Monoterapia simplificada","Menor custo","B","Questao de revisao geral do modulo."
"3742c4a5-2a92-4a53-a003-e0b13f5d2342","ME1","","Qual solução é preferível em neurocirurgia?","Glicose 5%","SF 0,9%","Água destilada","Soro hipotônico","B","Questao de revisao geral do modulo."
"610ea0ae-7788-4504-ab4b-664874b08264","ME1","","Qual a principal função do vaporizador no aparelho de anestesia?","Aquecer gases","Vaporizar anestésico líquido","Medir fluxo","Filtrar CO2","B","Questao de revisao geral do modulo."
"0a17c41b-f78a-4e3b-b0f1-e6b3a872158e","ME1","","Qual o valor normal de SpO2 em paciente hígido?","85-89%","90-94%","95-100%","80-84%","C","Questao de revisao geral do modulo."
"ecbbb6df-e25c-4373-bae1-f1d2002f63a7","ME1","","Qual fármaco é utilizado para reverter benzodiazepínicos?","Naloxona","Atropina","Flumazenil","Sugamadex","C","Questao de revisao geral do modulo."
"446fdada-d40d-45ec-9460-73e0dc5e4a64","ME1","","Qual posição melhora a via aérea em obesos?","Trendelenburg","Rampa","Prona","Litotomia","B","Questao de revisao geral do modulo."
"ae2937ea-a256-4cab-84f2-3a86ef59aadd","ME1","","Qual o principal fator de risco para NVPO?","Sexo masculino","Tabagismo","Uso de opioides","Idade avançada","C","Questao de revisao geral do modulo."
"bdabe8f3-183e-4be6-9015-b4c93a12efd5","ME1","","Qual o principal local de ação dos bloqueadores neuromusculares?","SNC","Junção neuromuscular","Músculo liso","Gânglios autonômicos","B","Questao de revisao geral do modulo."
"f9b6cf8c-de54-4c59-a025-8403d0b331ba","ME1","","Qual via de administração mais comum da succinilcolina?","Oral","Intramuscular","Intravenosa","Subcutânea","C","Questao de revisao geral do modulo."
"1cd035d1-41ad-4b38-9cad-38eee5036564","ME1","","Qual anestésico local possui maior cardiotoxicidade?","Lidocaína","Ropivacaína","Bupivacaína","Prilocaína","C","Questao de revisao geral do modulo."
"6fc545e3-dacd-4e9d-880b-b94eb516f1cd","ME1","","Qual o principal efeito hemodinâmico do propofol?","Hipertensão","Hipotensão","Bradicardia isolada","Aumento do DC","B","Questao de revisao geral do modulo."
"7bf50f63-e61d-4c41-89eb-6c6465ea29a8","ME1","","Qual antiemético atua em receptores 5-HT3?","Metoclopramida","Droperidol","Ondansetrona","Dexametasona","C","Questao de revisao geral do modulo."
"f8210c37-0034-48f5-b93e-8c56296859a3","ME1","","Qual droga é considerada de escolha para tratamento de hipertermia maligna?","Naloxona","Dantrolene","Flumazenil","Sugamadex","B","Questao de revisao geral do modulo."
"aa3d14e2-6228-414b-b5e6-88b00e3c93d9","ME1","","Qual o principal efeito adverso dos opioides?","Hipertensão","Depressão respiratória","Taquicardia","Hiperglicemia","B","Questao de revisao geral do modulo."
"dbc0e976-0e43-4e16-b2da-22834c63009b","ME1","","O que significa TOF na monitorização neuromuscular?","Train of four","Total oxygen flow","Tracheal opening force","Tidal output factor","A","Questao de revisao geral do modulo."
"780d5a57-1c32-4f2e-8722-97b534347862","ME1","","Quais gases são monitorados no circuito anestésico?","O2, CO2 e N2O","Apenas O2","Apenas CO2","N2, He, Ar","A","Questao de revisao geral do modulo."
"2b8f6d56-fbd9-493a-8303-e49f53890003","ME1","","Qual complicação pode ocorrer com raquianestesia alta?","Hipertensão","Parada respiratória","Hiperglicemia","Midríase","B","Questao de revisao geral do modulo."
"f31084fa-e2c2-401c-a539-b2d590574624","ME1","","Qual nervo é mais bloqueado no interescalênico?","Femoral","Frênico","Vago","Hipoglosso","B","Questao de revisao geral do modulo."
"83edaf82-ccdd-4221-b329-6fcd5ed4bdf0","ME1","","Qual o tratamento da toxicidade por anestésico local?","Flumazenil","Naloxona","Emulsão lipídica","Atropina","C","Questao de revisao geral do modulo."
"561ddb66-cfab-443d-9691-c397c6dbc6b9","ME1","","Qual vasopressor é primeira escolha no choque séptico?","Dobutamina","Dopamina","Noradrenalina","Nitroprussiato","C","Questao de revisao geral do modulo."
